conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/000f1d3d-220f-4789-9c0a-cc742521fb02,Haskell,released,knowledge,sector-specific,,"De technieken en beginselen van softwareontwikkeling, zoals analyses, algoritmen, coderen, testen en compileren van programmeerparadigma’s in Haskell.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,computerprogrammering | ontwikkeling en analyse van software en toepassingen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00c04e40-35ea-4ed1-824c-82f936c8f876,incrementele ontwikkeling,released,knowledge,sector-specific,oplopende ontwikkeling,Het incrementele ontwikkelingsmodel is een methode voor het ontwerpen van softwaresystemen en toepassingen.,http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9 | http://data.europa.eu/esco/isced-f/0613,ICT-projectbeheermethodologieën | ontwikkeling en analyse van software en toepassingen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/013441c1-1f13-47e9-80c4-9a53e8e1bc05,KDevelop,released,knowledge,sector-specific,,"Het computerprogramma KDevelop bestaat uit een reeks softwareontwikkelingsinstrumenten voor het schrijven van programma’s, zoals een compiler, debugger, code-editor, syntaxiskleuring, die zijn gebundeld in een uniforme gebruikersinterface. Het wordt ontwikkeld door de software-gemeenschap KDE.",http://data.europa.eu/esco/skill/925463a7-d51f-4d5b-9f79-4d28cf30acde | http://data.europa.eu/esco/isced-f/0612,software voor geïntegreerde ontwikkelomgevingen | ontwerp en beheer van databanken en netwerken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0189f448-179e-47cc-9716-c5c3ac4b1aec,Absorb (systemen voor beheer van leeromgevingen),released,knowledge,sector-specific,,"Het leersysteem Absorb is een e-learningplatform voor het creëren, beheren en aanbieden van e-learning-onderwijscursussen of opleidingsprogramma’s voor middelbare scholieren.",http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834 | http://data.europa.eu/esco/isced-f/0612,systemen voor beheer van leeromgevingen | ontwerp en beheer van databanken en netwerken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/01d269d9-b058-4d6c-82a0-3779af9a124b,ontwikkelen van innovatieve blockchainarchitecturen,released,skill/competence,cross-sector,innovatieve blockchain-architectuur bouwen,"Nieuwe blockchainarchitecturen ontwikkelen die gericht zijn op eigenschappen en prioriteiten die nodig zijn voor specifieke toepassingen. De voordelen en tekortkomingen behandelen van dergelijke nieuwe architecturen ten opzichte van bestaande architecturen.
	",http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,ontwerpen van ict-systemen en -applicaties
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02058de6-4b98-449f-8a45-8588b0eb2446,netwerk engineering,released,knowledge,sector-specific,netwerkarchitectuur,"Het deelgebied van computertechnologie dat zich bezighoudt met het beheren van de connectiviteit van netwerken via data, spraak, gesprekken en draadloze netwerkdiensten.
	",http://data.europa.eu/esco/skill/ddc3119d-1d6e-4324-9125-a3380d299ac5 | http://data.europa.eu/esco/isced-f/0714,computertechnologie | elektronica en automatisering
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/020918ef-4b55-47c1-8430-ab7b8f6a7377,bestaande gegevens migreren,released,skill/competence,sector-specific,migreren van bestaande data | data migreren | migreren van bestaande gegevens | gegevens migreren | bestaande data migreren,"Methoden voor migratie en omzetting van bestaande gegevens toepassen om gegevens tussen formaten, opslagsystemen of computersystemen over te dragen of om te zetten.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"digitale gegevens verzamelen, beheren en bewaren"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/022dc430-872a-473a-9cf4-fed4895e58ad,fysieke structuur van databases definiëren,released,skill/competence,sector-specific,fysieke opslagstructuur van databases vaststellen | indexeringsmogelijkheden van databases definiëren | fysieke configuratie van databasebestanden op media definiëren | opslagstructuur van databases definiëren | fysieke structuur van databanken definiëren,"De fysieke configuratie van de gegevensbestanden van een bepaald medium specificeren. Dit omvat gedetailleerde specificaties van de indexeeropties, gegevenstypes en gegevenselementen die in de gegevenscatalogus zijn geplaatst.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"digitale gegevens verzamelen, beheren en bewaren"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/024037ca-96a9-4cb8-ba86-2cd5a209c90a,Maltego,released,knowledge,sector-specific,,"Het platform Maltego is een forensische applicatie die gebruik maakt van datamining om een overzicht te geven van de omgeving van organisaties, die veiligheidsgebreken van het systeem test op mogelijk ongeautoriseerde toegang, en die de complexiteit van infrastructuurgebreken in beeld brengt.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436,ontwikkeling en analyse van software en toepassingen | hulpprogramma voor penetratietesten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0256f6b0-f4a9-4c5e-9cfd-96d58a2a70fe,radioapparatuur gebruiken,released,skill/competence,cross-sector,,"Het opzetten en exploiteren van radioapparatuur en toebehoren, zoals omroepconsoles, versterkers en microfoons. Inzicht in de basiskennis van de taal van de radio-operator en, zo nodig, instructies voor de correcte bediening van de radioapparatuur.",http://data.europa.eu/esco/skill/9bafaea2-76cd-4532-ab77-8b3d21fa6235 | http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,communicatie op afstand coördineren | bedienen van communicatieapparatuur
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/034c29fa-c3ba-45ea-b8f3-bf8e3705e386,Erlang,released,knowledge,sector-specific,,"De technieken en beginselen van de ontwikkeling van software, zoals analyses, algoritmen, het coderen, testen en compileren van programmeerparadigma’s in Erlang.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,computerprogrammering | ontwikkeling en analyse van software en toepassingen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03a74eee-2dc6-4147-8667-5cdeb65f122d,ICT-gegevensclassificatie beheren,released,skill/competence,sector-specific,gegevensorganisatie beheren | richtlijnen voor ICT-classificatie opstellen | classificatie van ICT-gegevens beheren | ICT-dataclassificatie beheren | ICT-componenten classificeren | classificatiesystemen beheren,Toezicht houden op het classificatiesysteem dat een organisatie gebruikt om haar gegevens te organiseren. Een eigenaar toewijzen aan elk data-concept of het grootste deel van de concepten en de waarde van elk item met gegevens bepalen.,http://data.europa.eu/esco/skill/4d85b881-e490-4b4c-897a-2faa4ef53956 | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"ict-gegevensarchitectuur beheren | digitale gegevens verzamelen, beheren en bewaren"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03ff0d53-573a-47a0-a0ad-1995815a4339,informatiestructuur,released,knowledge,sector-specific,informatie structureren | gegevens structureren | gestructureerde gegevens | ongestructureerde gegevens | structuur van informatie-indeling | gegevensstructuur | informatiestructurering,"Het type infrastructuur dat het formaat van de gegevens bepaalt: semi-gestructureerd, ongestructureerd en gestructureerd.",http://data.europa.eu/esco/isced-f/0612,ontwerp en beheer van databanken en netwerken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04473991-161d-46db-8684-0d5ed6cb6c66,tijdelijke ICT-netwerken voor liveoptredens beheren,released,skill/competence,occupation-specific,,"De opstelling van netwerken beheren voor de verdeling van besturingssignalen voor podiumkunsten en evenementen. Samenwerken met de verschillende gebruikers. De apparatuur, kabels, verbindingen en toestellen bepalen en opstellen. Apparatuur en netwerkprestaties configureren, testen en monitoren. Besturingssignalen zijn bijvoorbeeld DMX, RDM, MIDI, Timecode, tracking- en positioneringsgegevens, maar ook audio-, video- en positioneringssignalen.
   ",http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,opzetten van computersystemen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0458f6a0-cb54-4ff5-a543-b2c5354e17c0,op de hoogte blijven van de digitale transformatie van industriële processen,released,skill/competence,sector-specific,,Actualiseren van digitale innovaties die van toepassing zijn op industriële processen. Deze veranderingen integreren in de processen van de onderneming die gericht zijn op concurrerende en winstgevende bedrijfsmodellen.,http://data.europa.eu/esco/skill/e2a5e046-3357-493e-bbdc-8d0ef82005cc,monitoren van ontwikkelingen binnen het vakgebied
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04cf164c-d07d-49cf-a1b3-84bdbd79b5cb,kantoorapparatuur aansluiten,released,skill/competence,occupation-specific,kantooruitrusting opstellen,"Het aansluiten van kantooruitrusting, zoals modems, scanners en printers, op het elektriciteitsnet en elektrische verbindingen om gevaarlijke potentiële verschillen te voorkomen. De goede werking van de installatie testen. Instellingen bewaken en het apparaat voor gebruik voorbereiden.",http://data.europa.eu/esco/skill/906211b3-afed-4a2b-b5e1-33f2885fee85,uitvoeren van algemene administratieve taken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04f1b938-d4d4-4cb1-a863-982af76b9d93,SAS taal,released,knowledge,sector-specific,,"De technieken en beginselen van softwareontwikkeling, zoals analyses, algoritmen, en het coderen, testen en compileren van programmeermodellen in SAS.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/skill/ad59afe4-6f8a-4bc4-acfd-0f228277508a | http://data.europa.eu/esco/isced-f/0613,computerprogrammering | software voor statistische analysesystemen | ontwikkeling en analyse van software en toepassingen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04fe962b-4017-4eb7-9139-7d69b6922bc9,interface die bij een specifieke applicatie hoort gebruiken,released,skill/competence,sector-specific,interface die bij een specifiek programma hoort gebruiken,Het begrijpen en gebruiken van interfaces van een applicatie of gebruikszaak.,http://data.europa.eu/esco/skill/39499028-35bf-4d69-9275-fb98902ed88b,werken met computers
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05010f6c-0b40-4525-ac4a-057d46a2b6f4,elektrische systemen ontwerpen,released,skill/competence,cross-sector,,"Opstellen van schetsen en ontwerpen van elektrische systemen, producten en onderdelen met behulp van software en apparatuur voor computerondersteund ontwerp (CAD). Schema’s van de panelen, elektrische schema’s, elektrische bedradingsschema’s en andere montagegegevens.",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,ontwerpen van elektrische of elektronische systemen en apparatuur
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/054f26ab-cfdc-4077-883c-1c4c9e9b310a,firewallregels definiëren,released,skill/competence,sector-specific,beveiligingsregels definiëren | firewall instellen | regels voor firewallinstellingen definiëren | firewallregels instellen | computerbeveiliging definiëren,Regels vaststellen voor een reeks componenten die gericht zijn op het beperken van de toegang tussen groepen van netwerken of een bepaald netwerk en het internet.,http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,beschermen van ict-apparaten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/055ff233-6569-43db-9f95-a4b03dca97da,gegevensregistratiesystemen voor magazijnen gebruiken,released,skill/competence,sector-specific,voorraadbeheersystemen bijhouden,"Gebruik van systemen voor het registreren van het product, de verpakking en het bestellen van informatie in specifieke formaten en soorten van registratie.",http://data.europa.eu/esco/skill/7afb5a64-e574-421a-bb3a-7a7bc108d2a5 | http://data.europa.eu/esco/skill/06fdd94c-292d-49e3-9c78-bbcbc2088232,opslagactiviteiten uitoefenen | onderhouden van operationele gegevens
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05b70efb-6b80-4f04-9a25-67cd317daf37,CryEngine,released,knowledge,sector-specific,,"De game engine CryEngine is een software-raamwerk dat bestaat uit geïntegreerde ontwikkelomgevingen en gespecialiseerde ontwerpinstrumenten, die zijn ontworpen voor de snelle iteratie van door de gebruiker vervaardigde computergames.",http://data.europa.eu/esco/skill/966f2fd3-3de6-42da-b87c-da924c6d7960 | http://data.europa.eu/esco/isced-f/0211,systemen voor het maken van digitale games | audiovisuele technieken en mediaproductie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/061f1c12-9811-46f7-ab3e-1d28367d6c73,CAD voor zolen gebruiken,released,skill/competence,sector-specific,,"Digitaliseren en scannen van de duur. Werken met dossiers in verschillende CAD-systemen. 3D-modellen van de zolen produceren en 2D-computerondersteunde ontwerpen aanmaken. De sorteringsschaal classificeren en verkrijgen. Opstellen van technische specificaties voor de be- en verwerkende industrie. 2D en 3D computerondersteunde ontwerpen en technische tekeningen van schimmels maken voor gevulkaniseerde en ingespoten zolen. De bestanden van de virtuele modellen exporteren naar 3D-printers, CAM- of CNC-systemen.",http://data.europa.eu/esco/skill/b34e2ba1-9080-48c9-9b42-ee9192a4d3f1 | http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,CAD-software gebruiken | gebruikmaken van computerondersteunde ontwerp- en tekenhulpmiddelen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0620ecd1-e4b1-4dfa-972b-38a93e5ebd9d,3d-omgevingen creëren,released,skill/competence,sector-specific,3d-omgevingen maken | een computergegenereerde 3d-weergave maken | 3d-beelden maken | omgevingen simuleren | 2d-omgevingen maken,"Ontwikkeling van een door de computer gegenereerde 3D-weergave van een omgeving als gesimuleerde omgeving, waarbij de gebruikers interageren.",http://data.europa.eu/esco/skill/f5b33464-4df9-4cf3-b468-b0a2d6b3ee85 | http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"grafische 3D-computersoftware bedienen | ontwerpen van industriële materialen, systemen en producten"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/062320e5-79d1-45e8-8b7e-5deeb53279a2,onlinegegevensanalyses uitvoeren,released,skill/competence,cross-sector,onlinedata-analyses uitvoeren | analyses van onlinegegevens uitvoeren | analyses van onlinedata uitvoeren,"Een analyse maken van online-ervaringen en onlinegegevens met het oog op het begrijpen van gebruikersgedrag, de triggers van online-aandacht, en andere factoren die de ontwikkeling van de website en de blootstelling kunnen optimaliseren.",http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f | http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"gegevensanalyses uitvoeren | kwalitatieve informatie verwerken | digitale gegevens verzamelen, beheren en bewaren"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/06358891-8424-43c5-891e-d40f226bef40,IT-beveiligingsnaleving beheren,released,skill/competence,sector-specific,IT-beveiliging instellen | aanbevelingen voor IT-beveiliging opvolgen | IT-beveiligingscompliantie beheren | beleid instellen voor IT-beveiliging | naleving van IT-beveiligingsnormen beheren,"Richtlijnen geven over de toepassing en naleving van relevante industrienormen, beste praktijken en wettelijke vereisten voor informatiebeveiliging.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"digitale gegevens verzamelen, beheren en bewaren"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/06f33d6a-f7a7-4a2b-baa5-8c3c53bd1a9c,sleutelwoorden in digitale inhoud,released,knowledge,sector-specific,sleutelwoorden in digitale content | keywords in digitale content | onderzoek doen op basis van sleutelwoorden | content doorzoeken | sleutelwoorden beheren | zoeksystemen begrijpen,De digitale instrumenten voor het uitvoeren van sleutelwoordenonderzoek. De opvraagsystemen stellen de inhoud van een document vast aan de hand van sleutelwoorden en metagegevens.,http://data.europa.eu/esco/isced-f/0611,computergebruik
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/071233c4-ad2b-4f50-b79f-768d2231163e,domeinnaamsysteem,released,knowledge,sector-specific,domeinnaamservice | DNS-server | DNS,"Naamdatabase die internetdomeinnamen aan Internet Protocol (IP)-adressen koppelt. Het domeinnaamsysteem stelt internetgebruikers in staat namen zoals titels van websites te gebruiken in plaats van numerieke IP-adressen te moeten onthouden die door computers worden gebruikt om een concrete website te vinden.
	",http://data.europa.eu/esco/isced-f/0612,ontwerp en beheer van databanken en netwerken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/071a4197-06b3-4226-b9a1-efd15913280a,medische apparaten modelleren,released,skill/competence,sector-specific,,"Medische apparaten vormgeven en simuleren met behulp van technische ontwerpsoftware.
   ",http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,gebruikmaken van computerondersteunde ontwerp- en tekenhulpmiddelen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0737ad0a-75ac-4696-988b-565820577ac0,ervaringsdiagram gebruiken,released,skill/competence,sector-specific,ervaringen in kaart brengen en gebruiken | ervaringskaart gebruiken | ervaringen inventariseren | ervaringen verzamelen,"Alle interacties en aanraakpunten moeten worden onderzocht met een product, merk of dienst. De belangrijkste variabelen zoals duur en frequentie van elk punt bepalen.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"digitale gegevens verzamelen, beheren en bewaren"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0764b28d-04ee-4e80-bf58-b737f02a63e0,ondertitelingssoftware,released,knowledge,occupation-specific,software voor ondertiteling | software voor ondertitels | ondertitelsoftware,"Software voor het maken van bijschriften en ondertitels in een bestand dat is samengevoegd met het feitelijke beeldmateriaal, zoals Telestream en MovieCaptioners.",http://data.europa.eu/esco/isced-f/0613,ontwikkeling en analyse van software en toepassingen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07884056-a07a-40b7-bba3-1ceed61f529c,handtekeningschema’s in blockchain,released,knowledge,sector-specific,handtekeningenschema's voor blockchain | digitale handtekeningschema's,"Essentiële digitale handtekeningschema’s zijn onder andere het RSA-schema, het ElGamal-schema, hashfuncties, verjaardagsaanvallen (Birthday Attacks) en Digital Signature Standard.
	",http://data.europa.eu/esco/isced-f/0612,ontwerp en beheer van databanken en netwerken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07889c08-7220-47c8-96f7-6068fbea00dc,gegevens normaliseren,released,skill/competence,sector-specific,gegevens verwerken | voorverwerking uitvoeren op gegevens | data normaliseren | gegevens voorbereiden | dataverwerking | gegevens terugbrengen tot de essentie,"Het beperken van de gegevens tot hun accurate basisvorm (normale formulieren) om die resultaten te bereiken als minimalisering van de afhankelijkheid, eliminatie van redundantie, vergroting van de consistentie.",http://data.europa.eu/esco/skill/2daec0e6-f0c1-43e8-8178-aedba99130ec | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"gegevensprocessen vaststellen | digitale gegevens verzamelen, beheren en bewaren"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07dd856d-6141-48a7-a228-918f88494812,prototypen creëren van gebruikerservaringsoplossingen,released,skill/competence,sector-specific,gebruikerservaringen onderzoeken | feedback verzamelen voor gebruikerservaringsoplossingen | prototypen maken van oplossingen voor gebruikerservaringen | oplossingen voor gebruikerservaring testen | UX-oplossingen | gebruikerservaring | prototypen maken om feedback over gebruikerservaringsoplossingen te verzamelen van belanghebbenden,"Ontwerpen en voorbereiden van proefmodellen, prototypes en stromen om gebruikerservaring (UX) te testen of feedback te verzamelen van gebruikers, klanten, partners of belanghebbenden.",http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,beheren van informatie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07e47d58-dd0e-4302-9e68-70a188e89065,systeemorganisatiebeleid toepassen,released,skill/competence,cross-sector,intern beleid toepassen dat is gericht op ontwikkeling en gebruik van technologische systemen om een vastgesteld doel voor de organisatie te bereiken | systeemorganisatiebeleid beheren | systeemorganisatiebeleid opstellen | systemen organiseren | beleid toepassen dat is gericht op de systeemorganisatie | systeembeleid toepassen,"Intern beleid uitvoeren op het gebied van de ontwikkeling, het interne en externe gebruik van technologische systemen, zoals softwaresystemen, netwerksystemen en telecommunicatiesystemen, teneinde een reeks doelstellingen en streefcijfers met betrekking tot de efficiënte werking en groei van een organisatie te verwezenlijken.",http://data.europa.eu/esco/skill/72d1fa5d-1b7f-48e7-84e3-6e779841ddf1 | http://data.europa.eu/esco/skill/0a43729f-2a79-4dae-9faa-95520daae79f | http://data.europa.eu/esco/skill/802deca0-b880-4d1a-b366-e13b27621baf,blijk geven van loyaliteit | ondernemingsbeleid toepassen | operationele procedures nakomen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07e51c60-763a-4335-b4ec-70a15f66d328,ict-oplossingen voorstellen voor zakelijke problemen,released,skill/competence,cross-sector,technische oplossingen voorstellen voor zakelijke problemen | ict-voorstellen indienen voor het verbeteren van bedrijfsprocessen | ict-oplossingen uitwerken | ict-voorstellen indienen voor het oplossen van zakelijke problemen,"Suggesties doen voor het oplossen van bedrijfsproblemen, met behulp van ICT, zodat de bedrijfsprocessen worden verbeterd.",http://data.europa.eu/esco/skill/14832d87-2f2f-4895-b290-e4760ebae42a | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800 | http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce | http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041,technische problemen oplossen | strategieën ontwikkelen om problemen op te lossen | ontwerpen van ict-systemen en -applicaties | oplossingen voor problemen creëren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07e6bc9f-9c98-44ae-a7a3-5266caa393e1,kosten berekenen van herstellingswerken,released,skill/competence,sector-specific,,Materiaal en werkkosten voor reparaties berekenen; de gepaste computerprogramma’s begrijpen.,http://data.europa.eu/esco/skill/19ba11f3-9c99-41fd-a7c9-f77e6a026186 | http://data.europa.eu/esco/skill/cfbde1b6-8e47-4b83-b430-3d5f7f38d69a | http://data.europa.eu/esco/skill/b917784a-d7c9-437c-be6e-0de41067fa62,berekeningen uitvoeren | bedrijfskosten beoordelen | schatten van benodigde middelen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07ebc888-0f3f-46e7-99d2-a7c7ebd7ffe3,software voor vastgoedbeheer,released,knowledge,sector-specific,software voor vastgoedoperaties | software voor verhuur en beheer van vastgoed,"De functies en werking van een software die het beheer van dagelijkse activiteiten in de accommodatiesector mogelijk maakt, om middelen en processen zoals reserveringen, kamerprijzen, inkomstenanalyses of facturering te optimaliseren.
	",http://data.europa.eu/esco/isced-f/1013,"hotel, restaurant en catering"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08236fee-c405-4f30-8858-f10d7d5c94b7,media-integratiesystemen bedienen,released,skill/competence,occupation-specific,,"Een media-integratiesysteem voor podiumkunsten en evenemententoepassingen bedienen tijdens het opzetten, configureren, repeteren en tijdens liveoptredens.
   ",http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5,bedienen van audiovisuele apparatuur
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0823ccef-813f-4f22-afef-ac0d68615e8f,computersimulatie,released,knowledge,cross-sector,computergestuurde simulatie,"Een programma dat op een computer draait en dat dynamische reacties van een systeem weergeeft om het gedrag van een wiskundig model te onderzoeken, met behulp van een model van een echt systeem, dat bestaat uit wiskundige vergelijkingen.
	",http://data.europa.eu/esco/isced-f/0611,computergebruik
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/085bfce5-70fe-43da-9499-307725e89bbc,WizIQ,released,knowledge,sector-specific,,"Het computerprogramma WizIQ is een e-learningplatform voor het opzetten, beheren, organiseren, en aanbieden van e-learningcursussen of -opleidingsprogramma's, en het rapporteren daarover.",http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834 | http://data.europa.eu/esco/isced-f/0612,systemen voor beheer van leeromgevingen | ontwerp en beheer van databanken en netwerken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0868eef3-2213-4572-9343-74931345a7d3,ICT-systeem beheren,released,skill/competence,sector-specific,netwerkbeheer | systeembeheer | componenten van ICT-systemen beheren | ervoor zorgen dat een systeem aan de vereisten voldoet en blijft voldoen | systemen beheren | netwerk en systemen beheren,"De behandeling van onderdelen van het ICT-systeem door het handhaven van de configuratie, het beheer van de gebruikers, het controleren van het gebruik van hulpbronnen, het uitvoeren van back-ups en het installeren van hardware of software om aan de gestelde eisen te voldoen.",http://data.europa.eu/esco/skill/fbbcb9ab-4b95-4e57-a756-30d08b7da7a5 | http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,ICT-systeem onderhouden | opzetten van computersystemen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08a3dcea-12de-447b-a3a5-aa657abc5e97,social engineering-tests uitvoeren,released,skill/competence,sector-specific,social engineering aanvallen testen | social engineering testen | social engineering-aanvallen uitvoeren,"Gesimuleerde social engineering-aanvallen uitvoeren om kwetsbaarheden in de beveiliging van een organisatie op te sporen. Social engineering-tests kunnen bestaan uit phishing-e-mails, pretexting of andere vormen van manipulatie die door aanvallers worden gebruikt om gevoelige informatie of ongeoorloofde toegang tot systemen te verkrijgen.
	",http://data.europa.eu/esco/skill/0e0a44a8-654c-4e85-986a-fb4386114838,controleren van veiligheid en beveiliging
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08b04e53-ed25-41a2-9f90-0b9cd939ba3d,onderzoeksgegevens beheren,released,skill/competence,cross-sector,,"Wetenschappelijke gegevens produceren en analyseren die voortkomen uit kwalitatieve en kwantitatieve onderzoeksmethoden. De gegevens opslaan en bijhouden in onderzoeksdatabanken. Het hergebruik van wetenschappelijke gegevens ondersteunen en vertrouwd zijn met de beginselen van open gegevensbeheer.
    ",http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,beheren van informatie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/094ef6aa-844f-44ce-8456-fdc49276bf58,digitaal drukken,released,knowledge,sector-specific,digitaal afdrukken | digitaal printen,"De techniek waarmee een digitale afbeelding rechtstreeks kan worden afgedrukt op uiteenlopende materialen, meestal met een inkjet- of laserprinter.",http://data.europa.eu/esco/isced-f/0211,audiovisuele technieken en mediaproductie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09cf2c34-6f93-4a19-a9f1-c0d866414bcc,Cain and Abel (hulpprogramma voor penetratietesten),released,knowledge,sector-specific,,"Het softwareprogramma Cain and Abel is een instrument voor het herstellen van wachtwoorden, dat het Microsoft-besturingssysteem test op zwakke punten in de beveiliging en mogelijk ongeoorloofde toegang tot systeeminformatie. Het programma decodeert, ontsleutelt en achterhaalt wachtwoorden met behulp van middelen als brute-kracht- en cryptanalyse-aanvallen, netwerk-sniffing en protocolanalyse.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436,ontwikkeling en analyse van software en toepassingen | hulpprogramma voor penetratietesten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09f2f811-a3fb-4de3-a70f-6420a6935575,levenscyclus van systeemontwikkeling,released,knowledge,cross-sector,systemen ontwikkelen | systeemontwikkelingslevenscyclus | levenscyclus van toepassingsontwikkeling | levenscyclus van de ontwikkeling van systemen,"De opeenvolging van stappen, zoals de planning, de bouw, het testen en de invoering, en de modellen voor de ontwikkeling en het levenscyclusbeheer van een systeem.",http://data.europa.eu/esco/isced-f/0613,ontwikkeling en analyse van software en toepassingen
